marketplace,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,year,review_date,product_category
US,51076285,R1R8MTBP6L1J37,B004KNWWNQ,507353354,Amazon Gift Card - Print - Happy Father's Day (BBQ),1,1,2,N,Y,Too difficult,I bought a gift card for my husband for Father's Day and I could not print it. I chatted online with customer service and he couldn't get anywhere either. He had me cancel my order and repurchase the girt card which was a pain.,2012,2012-07-17,Gift Card
US,16625902,RZPP8M4M9M0RO,B004KNWWZE,566644233,Amazon Gift Card - Print - Happy Father's Day (Hammock),1,1,2,N,Y,Gift card review,Neither my huband nor I could print the gift card.  I hope I haven't lost my $50!!! Perhaps someone from Amazon could send me an e-mail to verify the fact that the gift card is still available to us.  Thanks!,2012,2012-07-17,Gift Card
US,10609840,RRHNICFTDCLTH,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Convenient,i love being able to print off a gift card immediately.  It is convenient and I don't have to worry about security like I do when buying a card in a store.,2012,2012-07-17,Gift Card
US,41555575,R4LWL5ANWF9DX,B004KNWWZE,566644233,Amazon Gift Card - Print - Happy Father's Day (Hammock),5,0,0,N,Y,Amazon gift card,It was a quick and esay way to give a gift.  The recipient welcomed the gift card and it was easy for him to use.,2012,2012-07-17,Gift Card
US,51791626,RO2LZ1Y8M892N,B004LLILK0,563689981,Amazon eGift Card - Happy Father's Day (Hammock),1,0,0,N,Y,gift card,My Dad has not recieved the gift yet so there's not much more i can say except to make sure you follow up on these things,2012,2012-07-17,Gift Card
US,17790359,R2RER4SG18GB52,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,4,1,1,N,Y,"As described, good condition","The products came in nice individual boxes that seems to have protected them from shipping very well. They are in top shape, feel and look nice. Can't promise anything about the results, but one can only hope!",2012,2012-07-17,Gift Card
US,30996036,R1GC2ERWBAYVRA,B004WKPVBC,879477749,Amazon eGift Card - Love,5,0,0,N,Y,Amazon card,What can I say? It's a gift card. It worked exactly how we wanted it to work. Nothing else to be said.,2012,2012-07-17,Gift Card
US,45020682,R3I1UTBXWBH8SP,BT00DDC7C4,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Amazon.com Gift Cards,"Used to order department store gift cards for employees as thank you's, congrats, etc., but the \\""buzz\\"" was how easy and useful Amazon.com gift cards were, so I've moved to using them, instead.  Everyone seems really happy about this!  Very easy to order and they fit nicely in an envelope for mailing out with handwritten notes.",2012,2012-07-17,Gift Card
US,47881258,R5Z7OQ30O7K9D,B0062ONF64,676335849,Amazon Gift Card - Print - Amazon Kindle (Cut Out),5,0,0,N,N,Perfect,Printable giftcard was perfect to stick in with a card to mail. Feels more personal than a giftcard sent to an email address.,2012,2012-07-17,Gift Card
US,34035173,R3I00MC8HBM0TS,B004LLIL5A,346014806,Amazon eGift Card - Celebrate,5,0,0,N,Y,Great gift!,I ordered a gift card as a present and it was delivered via email.  What else could be easier than sending a happy without ever leaving your house?,2012,2012-07-17,Gift Card
US,35296824,RTBABVHXUJEPC,B007V6EVY2,910961751,Amazon Gift Card - Print - Happy Birthday (Presents),5,0,0,N,Y,A gift card,"Gift cards are always a great purchase, particularly for someone who likes to download music and books.  A good idea.",2012,2012-07-17,Gift Card
US,36517540,RF3ZQZYYPAKNK,B004LLIL4G,307223063,Amazon eGift Card - Happy Birthday (Birds),5,0,0,N,Y,Great gift!,I have been giving Amazon gift cards for all kinds of occasions. Receivers always find it useful and lot less stress for me!,2012,2012-07-17,Gift Card
US,14334469,R21LYB910PDRNL,B004KNWX3U,326036796,Amazon Gift Card - Print - Amazon Kindle,4,0,0,N,Y,Amazon gift card,It was so nice to be able to go online pay for it and print it. In a matter of minutes I had a gift easily.,2012,2012-07-17,Gift Card
US,31517336,R2YZ5PPQYPPUPD,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,Gifts certificates!,I purchased a gift certificate from Amazon.com for my daughter.  She was delighted because she like to read and was able to purchase more books. It was easy to do and gave her an option to get whatever she wanted.  This was my first purchase at Amazon.com because I am not a big computer person and I was thrilled with the service.  I will use Amazon.com more in the future.,2012,2012-07-17,Gift Card
US,48397869,R10N16U9YM5HHG,B004WKPVBC,879477749,Amazon eGift Card - Love,5,0,0,N,Y,Easy and convenient,Purchasing a gift card through Amazon was super easy and took only a few minutes. It's a great gift idea and I will definitely be purchasing more gift cards in the future. The person I sent it to got it immediately and it was super easy for him to use it to purchase something from Amazon.,2012,2012-07-17,Gift Card
US,42034383,RI33PHCB4EK9A,B004KNWWU4,326384774,Amazon Gift Card - Print - Happy Birthday (Birds),5,0,0,N,Y,Gift card,"I love giving Amazon gift cards as gifts for birthdays, Christmad, etc!  It is so easy and always loved by the recipient",2012,2012-07-17,Gift Card
US,21569850,R3O7DNJMCSS4SZ,B004KNWX94,796667896,"Amazon Gift Card - Print - Thank You, Teacher (Chalkboard)",5,0,0,N,Y,Great gift for my child's teacher,"The Amazon Gift Card was exactly what I was looking for! I loved the fact that I could get my child's teacher a gift without having to make a special trip, especially since I ran out of time. It was convenient and being able to print it at home was wonderful. Teachers do such an awesome job, and I've always been one who wants to give them a little something they can use and enjoy for themselves!",2012,2012-07-17,Gift Card
US,46362431,RD6WOMO7ZE6G5,B004LLIL5U,864052097,Amazon eGift Card - Graduation,5,0,0,N,N,Gift cards,So easy to order online and recipient received an email right away. Will definitely order them again. So convenient to purchase.,2012,2012-07-17,Gift Card
US,17046959,R1E7SKENLYJON3,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,Amazing Amazon Gift Cards,"It's fast, convenient, and can be used to purchase so many things.  You can't go wrong with this gift card!",2012,2012-07-17,Gift Card
US,26631077,R6R10HOPOV0IR,BT00DDBSA6,45067361,Amazon.com Gift Cards - Facebook Delivery,5,4,5,N,Y,Gift card,"Everything was O.K with the Amazon Gift Card. It was right on time and the payment was very easy, even when i ordered from germany.",2012,2012-07-17,Gift Card
US,42760594,RFDPE0OL1Y9OJ,B004LLIKVU,473048287,Amazon.com eGift Cards,4,0,0,N,Y,hola,gift card muy buenas ca ca aca aca aca aca aca aca aca aca aca aca aca ca aca aca ca aca caa ca aca  capara todos y todas los que quieran,2012,2012-07-17,Gift Card
US,21225131,R27B3G2653ZVI2,B004LLILK0,563689981,Amazon eGift Card - Happy Father's Day (Hammock),5,0,0,N,Y,Email- Father's Day Card,"This was purchased for my husband for Father's Day so he can use it to purchase whatever he may want when he wants. It was an Easy, Quick Purchase & easier for me than to go out  & search for something for him (which he may not like). Thank you, Amazon!!!",2012,2012-07-17,Gift Card
US,43958083,R73531B753ZV7,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,4,0,0,N,Y,EGift Cards,Very convenient and since my whole family loves to shop at Amazon this  is the best gift  for them to enjoy more!,2012,2012-07-17,Gift Card
US,12841026,R29H9V3ZJ5F237,B004LLIL4G,307223063,Amazon eGift Card - Happy Birthday (Birds),5,0,0,N,Y,Amazon Gift Card,"Quick and easy choice for those who prefer to give a present that let your friend buy anything that he wants, when ever he want it.",2012,2012-07-17,Gift Card
US,34166792,R2HS5MFFE3IJI8,B004KNWWTK,901939794,Amazon Gift Card - Print - Happy Birthday (Airplanes),4,0,0,N,Y,great idea,This was quick and easy and worked out great.  A perfect gift for my nephew so that he could shop for what he wants.,2012,2012-07-17,Gift Card
US,47064530,RHDOZIH5T8G4W,B004LLIL28,213407031,Amazon eGift Card - Happy Birthday (Español),3,0,0,N,Y,BIT OS A MIX UP,Product was fine but because I bought it England my son couldn't use it in US.  Result - a prolonged episode of negotiations until the matter was resolved.,2012,2012-07-17,Gift Card
US,12486182,R2D4A3LL79IANG,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,N,Gift Voucher,"Easy to purchase and personalise, the ideal gift for friends or family living away from home, people get to chose what they want. No more unwanted gifts.",2012,2012-07-16,Gift Card
US,11633943,RCORYWSG8709P,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,Gift card for Kindle a great option,I will definitely use this option for birthday gifts for my great nephew again. He loved the fact that he could order his books for his Kindle by himself and he's only 9 years old. I just ordered another gift card today for his brother. They are so easy to use.,2012,2012-07-16,Gift Card
US,19469391,R183VUUWXOK23U,B004RD8XOG,636192112,Amazon eGift Card - Happy Birthday (Hats),5,0,0,N,Y,nice,"I got this for my sister as a gift. It arrived immediately and she was able to use it without problem. I would purchase another card in this manner if the recipient and I were not going to be together where I could present her with an actual, traditional card.",2012,2012-07-16,Gift Card
US,22083713,R13VGQTXLSOEDZ,B005EISOOC,394132955,Amazon eGift Card - Amazon Digital,5,0,0,N,Y,Easy Itunes,This item was very easy to use and was much better than waiting for a card through the mail or going to a store.,2012,2012-07-16,Gift Card
US,32886377,R15K8V8UPP8MB3,B001HBIB0C,825899505,"Amazon.com Gift Cards, Pack of 50 (Old Version) (Classic White Card Design)",5,12,19,N,N,no discount,if there was a discount you could make free money by buying all those redeeming them and making money amazon was smart by choosing to not discount these,2012,2012-07-16,Gift Card
US,11854173,RVWC9N01EB9VU,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,1,0,0,N,Y,Gift Card order,I requested a gift card be e-mailed to my daughter and it never arrived.  I finally was able to have them send it to me but it took about a week to straighten out and in the mean time my daughters birthday was over.,2012,2012-07-16,Gift Card
US,28890309,R23IL0STSO643B,B001H53QDU,246986987,Amazon.com Gift Cards,4,0,1,N,Y,Graduation present for my daughter,I obtained a gift certificate from Amazon.com to give to my daughter for her graduation with a Masters in Science in Nursing which will allow her to become a Nurse Practioner. She has many needs for future texts in the Medical field plus she is a voracious reader in her personal time. She may of course use some of the credit toward music.,2012,2012-07-16,Gift Card
US,34177270,R3SXZNU8AYTA3A,B004LLILDM,87389551,Amazon eGift Card - Thank You,5,0,0,N,Y,excelente producto,"Compre un telefono nokia lumia 800 el cual resulto ser un excelente telefono.<br />El producto fue adquirido nuevo y resulto ser de lo mejor.<br />El nokia lumia 800 cuenta con el sistema operativo windows phone 7.5 mango el cual en conjunto con el hardware diseñado por noia en esta ocacion resulto ser una muy buena combinacion, una gran fluidez, navegacion web rapida, una gran camara fotografica y una tienda de aplicaciones con mucha variedad.<br /><br />[[ASIN:B0067M9JBQ Nokia Lumia 800 black 16GB -FACTORY UNLOCKED-]]",2012,2012-07-16,Gift Card
US,37412648,R24Z6OVUJ98NFH,B004LLILM8,759249391,Amazon eGift Card - Happy Mother's Day (Butterflies),5,0,0,N,Y,Gift Cards,Ordering and sending gift cards is fast and easy. The receiver gets the code and can easily use it to purchase items they want from the unending Amazon store.,2012,2012-07-16,Gift Card
US,50060341,R1SH96HVPK7TSI,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Amazon Gift Certificates,"I love to give these gift certificates, especially when I don't know exactly what to give.  This way the person who receives the gift certificate can get what ever they want.",2012,2012-07-16,Gift Card
US,44325868,R1CG7W4199FRFV,B004KNWWZE,566644233,Amazon Gift Card - Print - Happy Father's Day (Hammock),5,0,0,N,Y,"Easy, Fast, Convenient",Amazon Gift Card definitely makes life much easier for someone who you have no idea what to get! It was perfect!!!,2012,2012-07-16,Gift Card
US,49456314,R1P6USN884T1TM,B004LLIL2I,249994915,Amazon eGift Card - Happy Birthday (Balloons),5,0,0,N,Y,Convenient!,How can you go wrong with a gift card?  My mother in law has a kindle and loves to shop at Amazon.com.  She got a gift card from each of her children for her birthday and bought herself an iPod Touch.,2012,2012-07-16,Gift Card
US,44417932,R3J66QM04YT8S6,B004LLILK0,563689981,Amazon eGift Card - Happy Father's Day (Hammock),5,0,0,N,Y,Perfect gift for the person who has everything!,A gift card for Amazon.com is the perfect present for the man who has everything.  This way he can select his own gift.,2012,2012-07-16,Gift Card
US,34364956,R3767LXBXH175L,B004LLIL4G,307223063,Amazon eGift Card - Happy Birthday (Birds),5,0,0,N,Y,Gift Cards--Way to go,Best idea for gift-giving---Amazon Gift card !!!  Recepient gets to choose something THEY really want.<br /> And you can have the gift card emailed to recepient..........or to yourself ---so you can print it out and enclose it in your own personal birthday card.,2012,2012-07-16,Gift Card
US,28580463,R1O137I1Z2FROM,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,Simple and Convenient,Simple and convenient way to give a gift card through email. Will definately do this again when the time comes. Thanks.,2012,2012-07-15,Gift Card
US,40509434,RRE9RC1RLGVWT,B004KNWWTK,901939794,Amazon Gift Card - Print - Happy Birthday (Airplanes),5,0,0,N,Y,Gift Card,Very easy to use - just order and print it up!  Fun for kids to learn to manage their money by comparing prices and getting the best deal for their money.,2012,2012-07-15,Gift Card
US,39458107,RXR0JVMCP41V5,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,Thanks AMAZON!,"Was unable to purchase the product I wanted through Ebay, I was given the runaround and do not recommend buying via PayPal through Ebay. If you do, make sure you buy THE MONEY PACK AND NOT THE GREEN DOT PREPAID VISA MONEY CARD, REPEAT, DO NOT BUY THE CARD EVEN IF THE STORE TELLS YOU THE MONEY PACK IS ONLY TO REFILL IT, YOU MUST USE THE MONEY PACK TO TRANSFER FUNDS TO PAYPAL, DO NOT BUY THE PREPAID VISA PREPAID CARD. I was able to get around this by purchasing the same product through Amazon, and their associate helped me tremendously. She was able to help me use 2 Prepaid Visa cards (one containing $500.00 and one containing $400.00) and bought a gift card to couple with my other VISA prepaid card to purchase the computer. Thanks so much AMAZON. You really made my day.",2012,2012-07-15,Gift Card
US,48842712,R3Q0SLLYM0A5NH,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,Y,Perfect!,"I was worried to order the gift card after seeing all of the negative reviews, but I went ahead and ordered it anyways. It arrived in a bubble mailer the very next day! Everything arrived undamaged. I received the gift card, the greeting card that I chose, and an envelope. Please be aware, as others have stated, the greeting card does not have the gift inscription in it. It comes blank. It is just like the photo you see for the item. If you send this directly to someone else, they will get a blank card. The gift inscription that you write to the person is printed on the receipt in pretty small type. I was giving it to someone locally, so when I got it, I filled out the blank card and inserted the gift card and gave it that way. I would purchase another one again with no worries.",2012,2012-07-15,Gift Card
US,15057762,R1EV2WPTT8AZKW,B004LLIL5U,864052097,Amazon eGift Card - Graduation,4,0,0,N,Y,Perfect pick,"Using an Amazon gift card is the perfect way to remember a graduate. Not only does it say that you are happy for them, but it allows them to use your gift in many ways through their visit to Amazon.",2012,2012-07-15,Gift Card
US,25925211,R271JIL8BOIQV4,B004KNWWOA,481435201,Amazon Gift Card - Print - Graduation (Congratulations),5,0,0,N,Y,gift card purchase,"Convenient and versatile.  Perfect graduation gift for college students.  No need to worry about wrong size or color.  Best of all, I don't have to fight travel. Wish I knew about this sooner.  Thanks Amazon.",2012,2012-07-15,Gift Card
US,23387452,R2MBJHXB95MSA3,B004LLIL4G,307223063,Amazon eGift Card - Happy Birthday (Birds),5,0,0,N,Y,Giftcards,Amazon eCards are a great gift for everyone on your gift giving list.  Fast and easy!  No guessing what to buy each person and spending hours shopping..,2012,2012-07-15,Gift Card
US,47547108,R2QY4ORF9FF9H3,B004KNWWMW,647374203,Amazon Gift Card - Print - Happy Birthday (Balloons),5,0,0,N,Y,rawest,It was easy to choose a gift card and print it everything went along great and there was a good selection to choose from.,2012,2012-07-15,Gift Card
US,13864957,R11AF7SOFXRN70,B004LLILK0,563689981,Amazon eGift Card - Happy Father's Day (Hammock),1,0,0,N,Y,father's day gift card,I will never do this again.  I don't think they were ever received as they got lost in the junk mail.,2012,2012-07-15,Gift Card
US,29762079,RL8LFVARLPEM4,B004KNWWW2,215451083,Amazon Gift Card - Print - Happy Holidays (Kissing Birds),5,0,0,N,Y,cute card to go with a gift card,"The couple that I purchased this giftcard for, was so plesantly surprised. Not only was it a cute holiday card...<br />but there was a giftcard inside if it. Just what I needed to finish out my shopping list. Thnx a mill Oh, & btw<br />soooo sorry this review is 7 mths late. better late than never.",2012,2012-07-15,Gift Card
US,50218489,R6Y5E5PV9NWBD,B004KNWWT0,156853061,Amazon Gift Card - Print - Happy Birthday (Elephants),5,0,0,N,Y,gift cards,Great gift idea for a grandson living overseas and who is at that age where you just do not know what to buy anymore. He can get what HE wants and I save on postage!,2012,2012-07-15,Gift Card
US,10898857,R36F9DHS0DUJJI,B004KNWWNQ,507353354,Amazon Gift Card - Print - Happy Father's Day (BBQ),5,0,0,N,Y,gift card,I could not pick the exact product my dad in Florida would want so the gift card let him pick the gift I want to give without any returns. Very simple to order.,2012,2012-07-15,Gift Card
US,30917996,R383E6KVW7PCYW,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,"An instant, timely versatile gift option!","The title for this review says it all:  an Amazon gift card with e-mail delivery is the *perfect gift* for both the donor and the recipient!<br /><br />For a person such as myself--a procrastinator and a person with seemingly no sense of time passing (Wha'...?  you mean a half-year has gone by since your birthday???)--I really appreciate the convenience of being able to order a gift at any time of day or night when I suddenly remember a BIG DAY is coming up!  I know I can rely on the wonderful folks at Amazon to e-mail it exactly on the right date!  And because it is a gift card, and Amazon offers such a wide variety of merchandise and services, I know my friend or relative will get exactly what THEY want  (no more ties & underwear at Christmas! :p )",2012,2012-07-15,Gift Card
US,41645134,R1U9U52DUL8PMY,B004LLIL4G,307223063,Amazon eGift Card - Happy Birthday (Birds),5,0,0,N,Y,Buying a gift card is easy as 1-2-3,"My thirteen year old nephew asked for an AMEX gift card.  After spending over an hour after logging into my AMEX account trying to purchase the card, I was informed that my AMEX card couldn't be used because the bill is sent to a PO box.  The AMEX website only takes AMEX so I was out of luck.  My nephew said he was using the gift certificate on Amazon.  I purchased the gift certificate from Amazon in less than five minutes with my AMEX card.  They make it easy. The nephew was happy.",2012,2012-07-14,Gift Card
US,13255330,R2O7BPHZVJTWNH,B0062ONF64,676335849,Amazon Gift Card - Print - Amazon Kindle (Cut Out),5,0,0,N,Y,Very Convenient,"I printed this gift card and placed it in a birthday card for a friend, who was thrilled to receive it.  It's a great way to give someone a gift when they have a Kindle.",2012,2012-07-14,Gift Card
US,41442865,R2TNB9HBZZEQA,B004LLIL5A,346014806,Amazon eGift Card - Celebrate,2,0,0,N,N,Disappointment,"I had to e-mail several time on this purchase.  Ordered on the 12th of June as an e-card.  Waited several weeks to see if the person receiving the e-card had received it.  He had not.  So I had to e-mail the company to see why it was not received.  I than reordered the e-card.  Was told in an e-mail the card would be sent in 2 hours.  Never received.  I than called the company, had the e-card changed to a mailed, gift card.  That was received.  I have sent the same person an e-card in the past without any problems, don't know why this time was so difficult.  But in any case the item was received.",2012,2012-07-14,Gift Card
US,22545567,R2TGD2358LVYI7,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,GREAT GIFT IDEA,"MY DAD LOVED HIS GIFT CARD FROM AMAZON. I NEVER KNOW WHAT TO GET HIM. THIS WAY, HE CAN GET WHAT HE WANTS. I AM VERY PLEASED WITH MY PURCHASE",2012,2012-07-14,Gift Card
US,39988725,R2QI3RV31L8CYB,BT00CTP3XO,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),1,0,1,N,Y,Don't send gift cards via UPS or US Mail -  they always get stolen,STOP USING AMAZON TO send Gift Cards<br />I recently sent a $500 gift card as a Birthday present... Say's UPS Left at front door<br />Don't send gift cards via UPS or US Mail -  they always get stolen<br />Don't send gift cards via UPS or US Mail -  they always get stolen<br />Don't send gift cards via UPS or US Mail -  they always get stolen,2012,2012-07-14,Gift Card
US,44677114,R1QJNKOWNP0U6U,B004LLIL4G,307223063,Amazon eGift Card - Happy Birthday (Birds),5,0,0,N,Y,Gift Card Great idea,I love buying your gift cards for Birthday presents.They are the greatest gifts for people who live out of town.,2012,2012-07-14,Gift Card
US,18179092,R2TUOBNJ6WD8CQ,B0054SDOLK,615737146,Amazon Gift Card - Print - Happy Father's Day (World's Best Dad),5,0,0,N,Y,easy Father's Day gift!,"This was so easy! My dad said he just wanted Amazon gift cards, and this was a fun way to make it more personal.",2012,2012-07-14,Gift Card
US,51126968,R2GTJ9XPS0H1K6,B004RCNH8Y,644630034,Amazon Gift Card - Print - Congratulations!,5,0,0,N,Y,Gift card an easy gift.,An Amazon gift card is an easy way to find a gift for anyone.<br />Amazon offers a myriad of items to please every giftee!,2012,2012-07-14,Gift Card
US,51055729,R2P8S5N7QMXYGA,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Best Gift Ever,"The Gift Card is the best gift, it means you have given that special someone exactly what they want without even knowing what it is.",2012,2012-07-14,Gift Card
US,46709298,RIS0ZOZC4FKMK,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Amazon gift card,"I regularly recieve/purchase amazon gift cards, i love them, there is always something i want.  They are extremely easy to use, and being able to print off your own card of your choice is a brilliant bonus.  I have bought them as presents also, and they are extremely well received.  I can't reccomend them highy enough, easy to purchase, easy to use, and shopping does'nt get easier than sitting and having a cuppa while doing it!",2012,2012-07-14,Gift Card
US,16770438,R3VZK26KPME5DN,B005ESMJ02,564167907,Amazon.com Gift Card in a Black Gift Box (Previous Generation Card Designs),5,0,0,N,Y,Amazon gift card-always the right choice!,Everyone loves a great gift card. Amazon delivers with a smart design and stylish packaging.  Always a classic product invoking smiles all around.,2012,2012-07-14,Gift Card
US,46303521,R2XSKS06WH3EMX,B00895H7FO,90116592,Amazon eGift Card - Amazon Kindle Fire,5,0,0,N,Y,Birthday Gift,Good product easy to use. Very happy with this product. Able to get it at any local super market.  Will buy one again.,2012,2012-07-14,Gift Card
US,19729654,R10N7S8VQIS42X,B004KNWWTA,158009280,Amazon Gift Card - Print - Happy Birthday (Octopus),4,0,0,N,Y,Gift card,Very useful means of providing an instant birthday present.  Needs a good printer and paper to make it look reasonably professional - pity the template does not have a double sided option to avoid multiple folding!,2012,2012-07-14,Gift Card
US,11935065,R1W6CN3Y9JTQH7,B004LLILDM,87389551,Amazon eGift Card - Thank You,5,0,0,N,Y,Easy and full feature of options available,"When it comes to giving gift cards, it doesn't get any easir, or come with more options, than Amazon gift cards.  You have full control over the method of delivery, whether physical or digital, and over the presentation of the gift.  I have not had a better experience with giving a gift card!",2012,2012-07-14,Gift Card
US,41737842,R1PWCU9S2RHEMV,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,gift card,"i like very much when i purchas the gift card to send my friend, it was really a super fast transaction and the gift card was there in couple minutes",2012,2012-07-14,Gift Card
US,29374875,R32DFH46M1JVUI,B007V6ETXA,711948638,Amazon eGift Card - Thank You (Smile),5,0,0,N,Y,Stupid Review Request By Amazon For an Amazon Gift Card,"Amazon Gift cards are great gifts. However the request by Amazon to review their gift card is absurd! A gift card is a gift card, nothing more, nothing less, and has no reviewable characteristics!",2012,2012-07-14,Gift Card
US,37694245,R1IZW3FI0I9VPF,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,"instant delivery, awesome.","i have a gift credit card that i want to use, but the remaining balance wasn't enough to buy a product. and amazon won't let me to use that first, then add to another credit card for the remaining balance.<br /><br />then someone suggested that i can use my gift credit card to buy an amazon gift card, then i can use that amazon gift card to pay for part of the price, then use another credit card to pay for the rest.<br /><br />it worked nicely.",2012,2012-07-13,Gift Card
US,32023454,R3S2W555R7FIPB,B004LLIL6O,141825325,Amazon eGift Card - New Baby Girl (Stork),5,0,0,N,Y,Gift card-Baby,"This is a great gift - you spend exactly what you want to spend, and they get to select the very thing they need!",2012,2012-07-13,Gift Card
US,52286554,R36UN3VR5CQ3DK,B005EISOUQ,615779979,Amazon eGift Card - Baby Shower,5,0,0,N,Y,Gift cards work,"Not sure what else to say on a gift card review except it came out on time, looked nice and I would use one again.",2012,2012-07-13,Gift Card
US,45416334,R3U0RMS0VCB6Z9,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,Quick and easy,I needed a birthday gift for the brother who has everything. Gift card was quick and easy to send to his email.  He loved having Amazon $$ to spend,2012,2012-07-13,Gift Card
US,38864425,RWPS0WPRMCQFC,B004LLIL32,438732872,Amazon eGift Card - Happy Birthday (Elephants),5,0,0,N,Y,Gift Card,"Gift card was delivered on time and just what the person wanted, that way they can get whatever they really want!!  I buy these cards often for many relatives and friends, they are always pleased with them.",2012,2012-07-13,Gift Card
US,24540499,RFVMRF4JVIJPP,B004KNWWOA,481435201,Amazon Gift Card - Print - Graduation (Congratulations),1,0,1,N,Y,unhappy,"I purchased the rain boots expecting to wear them on a vacation. They were shipped and recieved quickley. I normally wear a 7 1/2 to 8 size shoe. My other rain boots are are a size 8 and fit fine. However, when I tried these on they were WAY to small. So know that they run a lot smaller then normal. In addition to them not fitting, there were snuffed marks and spots all over them. Looked like the glue was all over them. I even tried to wipe it off and it didn't come off.",2012,2012-07-12,Gift Card
US,26952821,R1ZI8YL1EL4SC1,B005580G0Q,178106035,Amazon Gift Card - Facebook - Amazon Tools,5,0,0,N,Y,Yes.,"I bought this $50 gift card for my friend's birthday, and he totally used it to purchase some CDs.  I don't know if he liked the CDs or not, but he was totally jazzed about not having to pay for them.  Aces all around!",2012,2012-07-12,Gift Card
US,20133776,RWK6PKIO03JT9,B004LLIL3M,926869744,Amazon eGift Card - Happy Birthday (Airplanes),5,0,0,N,Y,Pleased in Milwaukee!,My grandsons and daughter live in Reno NV and gift certificates are a great way to shower them with gifts. What do kids need or want these days?  I Let them shop with Amazon and they also learn some computer skills.,2012,2012-07-12,Gift Card
US,38454568,R3T4X6JH8VJ9RE,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,Great gift for Amazon users,A gift card puts the choice in the recipient's hands so the can pick what they like best - great idea for fellow Amazon shoppers.,2012,2012-07-12,Gift Card
US,22797422,RM0E3GG6WMOPF,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Gift Cards Great,"Gift cards are the best.  When you aren't sure what to get someone they are perfect.  I knew my sister loves to read, but didn't know what books so the gift card was perfect for her Kindle.  Thanks so much.  So many opportunities on items to purchase with the gift card.",2012,2012-07-12,Gift Card
US,44998639,R3UZC3QITNT78V,B004RD95UC,644706578,Amazon Gift Card - Facebook - Graduation,5,0,0,N,Y,The perfect gift,Thank you so much for making it so easy to give the perfect graduation gifts this year.  I bought four of these and was able to send to  the graduates via Facebook.  I was able to do all of my shopping online and this these were the perfect  gifts because Amazon offers something for everyone.  I have now purchased for weddings and birthday gifts.,2012,2012-07-12,Gift Card
US,14334153,R2CYLLHSK7M0N5,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,Birthday present for my brother,It was so easy to sent gift cards to my Brother who lives in the states and I live in canada.they were sent by e mail and delivered when promised.Will use the service again in the future and he can buy what he wants.Would recommend it to anyone.,2012,2012-07-12,Gift Card
US,20214558,R2TJ82BUIPKSBU,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,Gift Card,I love being able to give Amazon Gift Cards and giving the recepient an opportunity to have unlimited ability to purchase any item of their choice. It is convenient for me and them. As I get older it is more difficult to go to the store to find gifts. The Amazon Gift Card is the perfect answer...<br />Thank you. <>,2012,2012-07-12,Gift Card
US,11016131,R3DHODUBXVJ3SE,B005ESMGZU,675799499,Amazon.com Gift Card in a Black Gift Box (Various Card Designs),5,0,0,N,Y,Great Gift!,Arrived the next day as stated it would and I didn't have to wrap it!  The perfect last minute gift!,2012,2012-07-12,Gift Card
US,23874295,R3T5I4RW91P83A,BT00DDVMVQ,20546152,Amazon eGift Card - Smile,5,0,0,N,Y,Wonderful gift idea.,"I've received Amazon gift cards but this is the first one I sent.  It was fast, easy and delivered on time.  Thanks for making my birthday shopping very easy.",2012,2012-07-12,Gift Card
